,SampleID,C16H10O8+Metabolomics,C12H19N3O7+Metabolomics,Proline betaine+Metabolomics,Glycerophosphocholine+Metabolomics,C8H16N2O4(2)+Metabolomics,LysoPC(18:1)+Metabolomics,C26H44O5+Metabolomics,C20H12N4O7+Metabolomics,C12H16O6+Metabolomics,C8H12O6+Metabolomics,C19H28N6O5S+Metabolomics,Oxindole+Metabolomics,Glycine+Metabolomics,C16H15NO5+Metabolomics,C29H41N7O5(1)+Metabolomics,6-(alpha-D-Glucosaminyl)-1D-myo-inositol+Metabolomics,C12H22N6O2+Metabolomics,C19H34O15+Metabolomics,C14:1 AC (Tetradecenoylcarnitine)+Metabolomics,"C10:0,OH AC (Hydroxydecanoyl carnitine)+Metabolomics",C-glycosyltryptophan+Metabolomics,C13H16N6O3+Metabolomics,C30H48O5+Metabolomics,C28H46O4(1)+Metabolomics,gamma-glutamylhistidine+Metabolomics,C28H46O5(1)+Metabolomics,C3:1 AC (Propenoylcarnitine)+Metabolomics,C13H18O5_pos+Metabolomics,Nicotinamide+Metabolomics,C26H36O10(1)+Metabolomics,Hydroxyhippurate+Metabolomics,C7H10N2O3+Metabolomics,C21H20O11+Metabolomics,Tauroursodeoxycholic acid+Metabolomics,C16H24O5_pos+Metabolomics,C12H19N3O9+Metabolomics,C28H46O5(2)+Metabolomics,C30H52O6+Metabolomics,C8H12N2O5+Metabolomics,"C14:2,OH FA (Hydroxy-tetradecadienoic acid)+Metabolomics",Glucaric acid+Metabolomics,"C18:3,OH FA (Hydroxylinolenic acid)+Metabolomics",C23H32O7+Metabolomics,C10H17N7O5+Metabolomics,Hippuric acid+Metabolomics,C16H26N4O11+Metabolomics,C15H20N2O9+Metabolomics,C33H42N2O11+Metabolomics,C26H36O10(2)+Metabolomics,C17H18N2O4(3)+Metabolomics,C28H46O4(2)+Metabolomics,Cys-Pro or Pro-Cys+Metabolomics,C26H48O5+Metabolomics,Ketodeoxycholic acid(3)+Metabolomics,Pantothenic acid(1)+Metabolomics,C26H42O4+Metabolomics,Taurocholic acid+Metabolomics,C11H23N3O3+Metabolomics,C28H48O5+Metabolomics,C24:4 FA (Tetracosatetraenoic acid)+Metabolomics,C27H48O4+Metabolomics,C6H11NO4(1)+Metabolomics,C6H14O6+Metabolomics,C10:0 AC (Decanoylcarnitine)+Metabolomics,C16H14N2O3+Metabolomics,LysoPG(18:0)+Metabolomics,C7H12O9S2+Metabolomics,C6H11NO4(2)+Metabolomics,C19:1 FA (Nonadecaenoic acid)+Metabolomics,"C14:0,OH FA (Hydroxy-myristic acid)+Metabolomics",C19H21NO3(2)+Metabolomics,C11H14N2O3+Metabolomics,C6H10N2O4(2)+Metabolomics,Hydroxy-cholenoic acid+Metabolomics,C7H12N2O3(1)+Metabolomics,C5H10O5(3)+Metabolomics,C18H12N4O6+Metabolomics,C16H16N2O3+Metabolomics,Amino-Hydroxy-benzoic acid+Metabolomics,C17:1 FA (Heptadecenoic acid)+Metabolomics,2-methoxyacetaminophen glucuronide+Metabolomics,C8H17NO7+Metabolomics,Tryptophan betaine(2)+Metabolomics,"C18:1,OH FA(1) (Hydroxy-oleic acid)+Metabolomics",C20H24N2O6+Metabolomics,N-(1-Deoxy-1-fructosyl)methionine+Metabolomics,C24H36O3+Metabolomics,C28H50O4+Metabolomics,C16:2 FA (Hexadecadienoic acid)+Metabolomics,"C17:3,OH FA (Hydroxy-septadecatrienoic acid)+Metabolomics",C16:2 AC (Hexadecadienoylcarnitine)+Metabolomics,C11H11NO2+Metabolomics,C7H8N4O3(1)+Metabolomics,"C18:0,OH FA (Hydroxy-octadecanoic acid)+Metabolomics",C8H12N2O3+Metabolomics,C12H14O5_pos+Metabolomics,LysoPC(18:2)+Metabolomics,C9H18O9+Metabolomics,C12H18N2O2(2)+Metabolomics,C30H50O5+Metabolomics,C8H16O8+Metabolomics,"C14:1,OH FA (Hydroxy-tetradecenoic acid)+Metabolomics","C11:0,DC FA (Undecanedioic acid)+Metabolomics",C22:4 FA (Adrenic acid)+Metabolomics,LysoPC(18:0)+Metabolomics,C5H10N2O2S+Metabolomics,C15:0 FA (Pentadecanoic acid)+Metabolomics,C28H48O4+Metabolomics,C16H16N2O4(2)+Metabolomics,C9H16O4+Metabolomics,N-(1-Deoxy-1-fructosyl)leucine|N-(1-Deoxy-1-fructosyl)isoleucine+Metabolomics,LysoPC(20:5)+Metabolomics
10,ZN9YTFN-E11,5303983.201,252308.1934,21997590.31,11707382.28,396972.6897,46695334.55,124979.0528,401422.6664,345328.2997,305951.4914,301904.0516,630611.2499,109128.8635,158177.9391,270453.7668,2338937.946,43329.16815,352520.1476,1625004.998,231980.9671,2129118.185,549992.4078,66737.16174,3663330.367,1090749.196,160073.8399,72968.79255,2468551.665,95637.50732,618269.0324,15541.75336,1201087.778,42137.31519,337689.587,282079.1965,82174.52441,414473.2809,177477.7424,1220278.243,192966.0386,1067594.211,137211.5186,25609.29191,222372.5292,4143394.696,1976937.239,78574.71535,8507374.236,343292.3245,925288.5702,2109671.821,4462747.306,524422.1465,84227.26486,833649.7152,165634.0675,164789.197,131619.9659,1707507.851,37962.78205,373473.8972,330287.3455,193439.7738,2496463.454,612865.1688,53660.41222,407363.3469,88516.85687,398278.3849,88102.47541,333.6376363,198680.5351,62267.9126,690109.3385,212332.2904,364396.8322,473301.6839,82376.22726,110448.0585,917790.3036,80169.17966,304107.6128,3760153.662,685195.867,106898.997,864359.5017,414842.848,1329926.993,369448.9682,450863.0374,146130.2478,122855.1974,1499218.586,458575.5407,207509.0899,5789228.834,89296152.92,503022.6587,318502.9535,1310087.618,3019461.713,332744.0402,17065.88599,1043417.303,41458263.9,1557350.397,376682.2924,2422171.156,528638.2797,440753.3607,8184089.708,9346875.879
11,ZN9YTFN-E12,5141757.661,155601.6372,16531732.8,4963732.66,497380.1843,41478970.05,119549.6003,378737.7461,364917.3618,549864.7339,351238.306,267806.4226,104963.6112,136722.9486,99268.49979,11166546.75,136546.9894,469719.9874,1997852.597,317748.2183,6148169.934,505740.6177,46776.06622,3591728.566,729405.0935,138118.1394,188238.8982,2263400.172,130706.9725,665643.2714,22328.39536,1076771.586,50703.97232,473875.3718,175733.8481,81885.95724,397667.3134,155644.3575,916836.6955,337220.3203,1774253.759,269643.5707,33690.33517,791756.8568,3257311.989,2226145.558,87467.53128,11028791.86,442393.0341,625517.9274,2110836.922,2489506.634,523555.5281,82757.76336,1295924.358,154655.3597,98030.53973,167204.8986,1652395.24,35743.48509,387598.6728,171481.247,177077.1073,3792916.682,398140.5275,84185.52537,481926.4357,124098.5843,411126.7383,130017.6138,1554.505831,214523.2668,93833.09203,469144.7025,125175.1701,373173.5475,784692.3321,67029.24359,110579.9618,1301249.56,85785.8522,645428.2453,4061308.946,2622605.643,77052.31686,2915920.615,347961.9826,1316899.66,1075360.638,480717.6479,185116.1843,118496.1815,1200541.09,846437.6425,126014.337,4751456.986,86769976.17,970024.4998,439705.114,1206511.982,3204397.018,509467.2639,17787.34157,1244880.432,37744754.52,827079.3378,634508.1478,2378099.263,292490.9408,285369.2713,23205096.12,7542056.672
12,ZN9YTFN-E13,5334715.378,155730.6441,24059507.61,5869961.729,403077.4853,56273028.75,116468.0697,339092.8745,398069.3001,944456.0485,343458.9246,160640.6673,121837.9975,189478.5651,126528.7807,10392780.81,209101.6363,442227.2045,2679767.87,285728.5663,4955814.198,483378.3803,37556.50991,3564827.854,978629.8134,133006.3799,233026.5168,2432360.792,74069.70694,851125.0662,21773.57541,1524996.64,48956.6158,560674.6941,188623.8241,82383.82789,391944.9166,169713.3062,897055.9264,428769.9061,2268227.825,334242.6087,32552.5893,658657.2229,3661149.783,1996904.647,85723.80412,12203500.06,436708.7105,821665.2497,1943056.768,1970296.952,541687.0982,84901.82805,1644193.265,136301.7955,127616.4138,182976.5652,1769935.768,68480.69689,386192.2414,197922.0513,219093.7966,2554060.998,514937.1137,57903.82956,403226.6109,99307.59121,962199.559,197884.2258,879.3878295,270556.3501,89084.54233,391171.3186,92587.96164,373146.3753,813251.0499,71989.03929,131988.5588,1824618.797,99867.29785,603997.7583,5368050.968,3073874.359,75602.9162,2914959.927,367542.1706,1457756.986,1262235.486,438537.4481,281652.2633,146177.0727,1079155.163,891099.4327,106295.9265,5644381.363,105198527.4,808953.3187,310480.1156,1265000.432,3837494.998,654362.8737,24411.5599,2251038.476,53952747.45,1016138.028,890925.8771,2448043.667,437468.9826,559314.5109,22141795.21,9557651.697
13,ZN9YTFN-E14,5016005.419,111092.8586,23095734.34,5433754.671,379430.0593,48430664.27,89156.07701,359670.8738,335165.6546,73673.3617,274826.0697,242245.4267,97352.31212,157673.8417,120581.8866,1719269.114,79285.42232,264542.9089,2176952.08,209305.6955,856222.9961,358861.958,29101.38609,3509492.45,1091248.103,138524.6498,26803.51262,2610118.753,33877.7572,746744.6794,14328.64692,1324740.86,34075.67977,573392.4955,227277.5391,72297.28713,325823.1051,130088.1567,990515.0256,299365.5668,664664.2915,213267.7709,23997.56667,59598.04003,3056524.316,1946604.695,65032.08801,10852525.67,365345.6981,1039441.681,1980378.558,5625277.499,461876.9955,70462.96929,988602.2857,117481.2285,95053.36545,147259.0264,1564909.973,52847.55674,356554.4765,189079.8595,189214.2351,1694172.434,674353.9785,59714.79944,248450.7592,78013.65,871226.3575,121944.4272,1335.53796,210981.336,69649.1328,473814.808,263988.4663,383038.4868,520121.226,63457.9682,125184.881,1752014.717,84482.92968,252110.6294,4385788.069,1397236.024,53894.02392,290519.9808,384191.4198,1288390.246,730880.2132,449788.3724,243054.0701,119461.5873,1107748.315,573543.2522,292747.2263,6103578.808,85807519.11,520689.6139,231313.0557,1198220.248,3497593.451,429054.6585,20427.3681,2039054.85,53999286.09,1875711.828,742513.3875,2284137.711,418810.1018,714123.6218,2615888.754,7251941.732
14,ZN9YTFN-E15,4615225.836,166617.0257,19266742.79,7946260.513,393587.5554,34111247.19,115288.8541,383686.6028,337458.3458,33361.08208,277937.6998,246353.0043,108037.3674,115558.148,41537.50103,4522227.915,49851.43655,344238.5898,2053850.13,273244.1973,1394398.556,375797.2921,68761.90303,3506313.21,751997.9566,136385.3989,34536.11762,1782438.75,29567.47415,532103.7138,14662.3425,1302138.836,37218.5578,652222.9831,190037.4257,73685.94253,430118.7744,168521.9359,1116448.548,270946.0459,608357.585,149849.3736,30391.12493,115620.6982,3114930.354,1736486.55,73541.85298,13413987.86,372489.7295,679679.8317,2022918.434,281136.1102,524000.5903,82704.48354,848254.5713,191631.7093,157671.0067,147429.764,1716093.325,35703.22618,341891.0992,277347.7792,182355.7527,2274286.829,447369.2094,65929.67831,423715.6364,81408.63562,411135.3979,112640.7817,282.0150254,217389.2768,61372.81753,244695.1609,10250.94291,342733.5057,152106.1336,61090.42987,89171.22485,1008322.573,69668.1684,374306.5053,3371310.158,907705.3576,100368.5729,555904.6681,66087.0249,1242583.185,408128.4415,435817.7443,179449.1221,111692.964,1305133.306,411364.4114,13995.65067,4578984.915,68253074.15,356816.1721,118119.8436,1285275.347,2764146.948,443271.5474,16093.75564,1216851.849,25359345.03,362163.9636,401869.0274,2264083.44,328088.6241,270140.0331,4093487.175,6544041.0
15,ZN3TBJM-E11,4969388.449,483543.8209,8726959.873,28924277.19,342186.2861,98977930.14,94893.99854,159553.578,57636.38187,98246.5463,232577.7926,209182.7962,114741.1417,184794.0969,160659.6708,2457536.586,121077.5617,336265.4461,822596.4753,93513.6591,1526303.426,1641204.018,34275.96122,1714295.548,900496.1672,85637.88681,71001.67238,915123.9491,69814.8545,415782.0748,19783.30751,8806174.207,110679.0524,13617679.42,633816.3115,60921.67074,281167.5178,99266.74066,990074.6202,142485.2462,977833.6989,318976.4553,18414.69669,110408.8168,5171177.963,1710378.382,206263.3602,13320208.99,231579.2603,595112.5588,788731.3081,2405101.418,543213.2576,67435.63415,1033542.336,109865.0634,5152898.337,241044.2372,1066348.181,68176.12838,265191.9814,660137.0601,277064.8632,1832371.953,380625.4895,52492.81954,169990.609,52130.2523,687492.0259,92271.81477,1107707.543,320443.0437,157529.5057,2325093.41,116730.114,683856.4179,263221.304,83451.31725,249351.3809,2033163.441,492481.4502,242376.6904,1890077.446,1316228.063,106541.121,385713.0293,1562907.87,694341.7515,735226.7163,450668.3807,52296.45728,138835.0129,267695.929,1033308.089,113118.9442,798975.2744,180967661.0,353188.7889,282259.4202,743552.0708,2466233.486,241763.7133,25744.61883,1951387.088,77860831.07,1213917.066,966355.0074,1230071.948,703531.2592,389361.7554,3787227.258,5210715.141
16,ZN3TBJM-E12,5226875.85,116128.2018,10029198.98,7602838.171,524163.2366,86058767.93,87028.00111,161318.3199,73707.06009,94431.98038,255095.6642,292217.3972,127676.0555,262114.9007,103208.3236,1620353.042,96364.54811,279076.3259,1607646.287,310630.7169,1503663.131,1329473.261,26182.24983,1608473.709,254167.2631,80985.22113,45648.21329,866529.5743,261410.5662,506265.6049,22116.18014,8551758.062,118895.5625,48223527.95,478668.7967,86985.72375,268248.5516,89859.35922,1178155.292,231063.426,730033.1862,410980.826,14559.98119,110543.2718,6037415.398,2337395.105,213000.3393,12510702.85,358334.6281,184848.5925,756841.6224,10514795.37,506958.2095,64592.14859,1045835.186,110175.5372,24050512.77,476421.1713,1011051.865,85995.5815,241075.6547,680291.2272,327398.2749,3723018.885,121154.7967,69218.41915,196240.1938,129714.8175,685685.3446,136378.6668,1105580.723,315204.6612,220277.3178,1988187.129,457094.5062,767982.9571,456780.7152,119943.4628,259676.6474,2024724.613,619912.2942,217858.9806,2645589.466,1988213.416,167445.267,361676.3238,996921.5614,626240.8072,954687.2235,443795.1544,113270.9053,138046.8814,445629.3995,1138501.209,402538.8877,1012970.624,155848263.8,897343.7539,257758.0885,689613.1007,3631973.861,387423.3819,26435.96696,1935246.078,65598960.11,2088465.552,927780.316,1125115.032,661904.3738,288861.6824,4207029.319,5252515.477
17,ZN3TBJM-E13,5557211.023,252941.5824,8271693.575,9503467.031,377679.4238,85839607.49,80435.5444,228842.5048,61784.46037,1070486.017,221728.356,234805.9538,152577.2219,318924.9972,71463.65474,5235794.149,101624.7758,295220.3722,1344194.055,178245.5167,3619523.506,1041286.162,24840.60556,1640607.591,122575.1553,76281.03915,132439.1366,322064.7127,95661.64243,486516.9871,17754.60723,8028598.628,104126.4452,24640130.45,380771.6542,81127.17922,258224.0775,78650.31575,788802.273,172377.8226,809965.4443,421202.8211,15693.1279,351819.747,6101683.903,2042108.016,191772.4526,226494887.3,246204.0323,95353.09634,694963.4321,6439804.906,485758.4142,56369.29666,1232045.805,97167.59196,11199956.21,282366.4617,979483.0845,99879.46887,249218.9278,635496.0208,329987.9177,2243958.348,62078.68909,56810.68956,171058.6738,104480.0505,1079976.77,113137.5886,766054.9651,318371.5323,193278.632,1686392.491,299041.6549,772675.4648,235502.0978,127401.7487,255100.5245,2447706.199,659403.6655,453275.7624,1940887.216,1905841.055,187196.2908,1140219.104,807593.2099,662653.286,1009824.315,436034.8458,96655.61465,125991.4267,389843.2732,1103128.474,275498.7152,857522.7597,143545648.6,782923.6304,720129.0132,656912.6859,3534159.569,292961.4643,48835.66068,2576853.581,71284938.09,1652957.849,1137982.249,1162960.786,296400.0256,703080.5939,11505078.8,4330010.484
18,ZN3TBJM-E14,4505279.549,246132.9854,7879238.208,9626843.003,466087.6444,87761158.17,71348.58413,142495.6098,67693.48018,477276.3519,199540.6921,201720.5003,133334.6543,418032.6718,74087.5116,5259669.924,95813.64825,268509.3882,1191208.16,151475.9414,3888031.021,1210612.263,20275.50993,1491733.29,98758.33789,61742.64838,124791.788,486672.8227,81881.19016,486015.1091,16443.43875,7746648.106,93481.6565,13158038.74,644673.2131,87870.57309,203104.9152,62188.27755,1021965.926,158141.2649,809189.3667,384065.3557,17452.82665,311149.2793,5775875.574,2082569.44,181476.0917,208786048.0,253270.9086,98917.7211,693052.6522,7073615.3,509618.7668,61341.30076,1136302.943,90138.06757,6796053.219,248755.6091,912495.417,104381.7911,223510.2051,723960.4945,319604.4797,1927673.771,65950.67711,44029.96952,175504.9716,98647.78925,1007297.324,103329.7724,941088.2392,290353.0811,195302.9184,1724268.878,327464.4205,739241.1144,268330.5938,148706.3937,338986.4116,2322458.57,522965.685,448753.017,1827367.541,1524541.164,204245.1997,1031351.531,798728.03,619225.2526,814253.0655,416085.7766,75116.95978,114713.9554,317047.8867,902466.4712,322397.7376,1010970.435,148315350.8,624694.846,666338.2771,622981.5867,3149431.307,241489.2156,25807.62298,2613065.22,79117157.44,1848734.41,980154.6361,1120216.023,410986.1048,297431.4416,10229583.02,4406890.09
19,ZN3TBJM-E15,5172385.373,337453.2583,6452320.554,11221476.02,412251.6923,52840886.56,79113.74302,211301.9166,56308.7388,86763.68043,227553.1285,196314.7814,127470.6991,246637.9233,73008.13023,8811561.871,60946.23096,316128.5452,1326020.59,229991.3843,3536086.222,859976.5652,23488.09481,1532957.596,144431.6518,71532.42479,121674.8253,237438.8271,51355.89801,411423.3971,14977.99688,6326401.162,107045.8762,45304178.63,312070.3513,74331.07465,240861.9636,74703.60597,1049903.022,179323.767,857916.5721,354926.3953,21740.5239,313200.9583,6391830.644,1740739.85,196979.9499,222418037.6,304153.0312,121214.3058,709472.9669,349252.1587,507154.5843,66468.77084,911589.8039,95345.32775,15910332.71,222172.2161,971154.5823,71126.61669,246126.9392,627917.8429,298975.9007,2608188.417,77407.2121,47766.05414,198126.9564,91364.86684,747962.0689,132208.7986,729809.4106,208313.7762,159777.2848,4861223.108,14511.72715,630708.7647,75138.63379,115091.5475,230221.9198,2078223.388,491709.4335,729165.1491,1581431.881,1610007.87,174675.6906,925586.5952,866667.8486,625342.5101,867060.1284,473804.099,76119.10185,99355.09113,363369.3202,1186613.611,13281.93835,726696.6984,102505450.8,557889.1924,536994.411,631272.1874,2876606.679,332352.871,32961.05352,2172452.381,41469145.97,415758.0914,828247.1817,1131545.662,181530.4655,520347.1525,9999461.566,3190725.897
20,ZMBVNFM-E11,5238085.353,501675.5364,191940112.5,21224760.9,415090.5806,116726061.2,344605.6063,67470.86347,230018.7891,352402.57,1945169.141,229323.7188,113533.1922,279878.6387,2166.642637,7646167.306,114247.7673,503818.1339,748430.9651,165464.9235,3877263.076,754965.1124,222413.5897,6735219.613,1576227.536,317359.3171,141325.873,209121.8526,58002.8054,25862813.35,21446.55018,491907.5773,74952.44129,280608.1532,410038.9377,89451.66649,1021194.512,596151.7104,1068498.278,280176.025,862677.9209,296292.2432,123739.1236,407272.76,17799932.51,2334496.73,139952.6434,7368445.21,32540476.01,1455981.216,3882408.457,168983.969,1488099.756,254469.8349,322910.5626,553270.4323,211247.0403,162326.9027,3653281.274,79673.08076,942932.9714,439707.4984,218576.8289,1570471.076,1293579.77,151431.3644,66173.35047,118289.2067,675294.7149,206234.9664,104571.3643,191173.5755,94458.65344,2794549.226,4170.046819,493350.5618,314171.0898,115108.1893,48404.73171,1484825.927,34707.30828,422516.5388,3018319.06,1750195.334,164065.9464,1268000.137,8851610.222,2552725.113,749064.5532,433610.0865,49866.88767,130074.1299,304615.8967,860297.0716,7709.779946,2435112.958,251803383.7,538167.3828,212741.3738,2811650.79,2623715.357,693852.4705,18449.68553,1341640.77,62524421.45,241029.9282,612146.305,4433087.387,1616178.866,92478.1735,11205121.86,2434507.98
21,ZMBVNFM-E12,5341859.391,206219.55,178002916.3,10146665.56,564827.6909,116782735.9,211023.3002,69879.80304,186686.916,243428.6705,1140274.31,311888.576,110025.5496,324498.5669,219659.4756,1841381.675,95130.26186,466029.0931,1646383.619,501510.5686,2747138.418,527837.9329,142719.3479,5239304.256,1737562.004,223393.4004,58844.06984,392456.082,85799.58744,22486482.33,22649.55552,499047.011,51632.0153,2287983.775,229213.731,109209.3692,707167.3363,365356.5507,713143.8763,351862.0425,678114.916,210501.4808,49459.8201,195072.467,14639155.95,2911427.656,94895.26908,6382147.785,20772037.65,1390201.062,2992839.508,4559192.429,928134.7667,175994.3328,518063.7951,362706.7025,674651.5416,178294.992,2489140.387,43385.11953,635142.781,516509.6452,231095.6187,5194006.483,885068.1487,191025.0746,103678.2249,212803.7015,357363.764,284131.5096,158968.9956,291469.1925,120372.4929,1673177.098,201453.5114,504734.6554,283678.74,177575.1128,62853.95354,887437.8767,49914.42412,235528.496,3660278.256,1396275.206,187878.3602,845233.7604,3594449.558,1820998.135,619917.201,431271.5738,140244.8124,143017.1974,194640.2881,933192.625,204368.1854,2767713.384,238938586.4,2211986.472,160514.835,1968267.009,4223063.681,933768.9761,15288.4118,830127.7789,67150117.21,1174180.072,472299.3106,3246862.213,1041098.957,196139.8595,7885084.833,2791734.986
22,ZMBVNFM-E13,5529140.755,92074.63861,166483431.2,6074054.571,562334.5207,126178875.4,200563.7825,68656.15385,182346.697,451517.5351,1108619.398,331251.0479,107363.7285,539015.3962,196268.1963,2077075.286,84052.26078,517493.1628,1239840.639,273041.8469,2501846.501,585169.8851,128783.0468,5018567.699,454835.8967,216824.0817,65762.71103,397094.9792,62194.99727,22429585.14,19533.84625,439827.5457,47182.19087,863648.1599,254147.4865,86582.31282,677815.0817,337261.4138,800447.2652,205946.7146,548774.5622,189961.309,52084.26109,215470.0641,10661109.65,2372788.037,82664.67359,12054494.02,21230816.93,382750.723,3005404.561,3624204.315,928929.6711,160307.8078,468892.1713,350199.3407,265024.3112,147446.189,2457927.348,48644.56032,650052.0046,959066.671,223132.0408,2063130.599,242017.8684,123836.0498,95850.31745,109404.0416,398975.9505,197044.0253,154723.0951,260866.1792,108456.6487,1078017.944,172364.2197,443942.212,188947.2887,305785.675,64179.87302,816254.7094,49147.03076,243831.3793,3444180.666,1181203.462,451955.6727,867946.0115,2397255.472,1947902.955,394954.8416,446903.2661,124733.478,125851.1079,118159.5175,711775.5584,171595.7358,2687282.13,236196429.3,2018304.759,225369.193,1939733.564,4148734.612,569814.3335,16008.71861,805085.6469,87506534.09,1103671.382,467647.3823,3321627.766,1221879.888,219624.136,7948011.914,2434041.508
23,ZMBVNFM-E14,4846075.26,276620.0201,206487862.4,10645435.31,473721.5073,97129560.8,171502.5616,59625.30421,147750.8558,1721634.768,867368.7669,291639.3837,99382.68047,409603.0744,121278.1811,5911700.658,59621.54485,445810.135,941692.0557,223573.5246,7184057.895,506645.7224,111942.2465,3749112.361,550255.9553,170336.8314,192963.279,129455.7533,30155.33234,24907049.96,19345.96359,435965.4326,31882.52955,471851.4186,221352.9631,96883.54917,546599.8088,301357.7338,652678.1506,135905.5059,730596.2504,119666.3773,45852.94831,604194.9295,10086780.42,2512267.784,65477.15532,184984912.1,17303681.72,418819.0245,1975606.989,3667502.216,764374.3507,137637.9013,386233.8234,289468.7775,139329.6975,140032.3474,2015975.72,21165.91374,486774.2717,532615.1723,219948.6384,1492262.564,271775.2915,88996.33665,97891.68546,134442.6329,260809.3749,107688.6492,125499.0801,241727.2499,107569.0138,900240.9478,173843.952,420213.565,177183.8495,280943.6859,57594.71601,672891.6642,46952.44116,500636.297,3446082.817,773162.6751,417111.9523,2237626.87,1905726.191,1330133.65,274926.1009,375522.1789,92056.48337,112740.3601,107540.6905,494945.9309,179551.7469,2542576.45,210354453.7,1092874.114,370784.7203,1565682.396,3394171.593,356385.3509,16395.48355,627009.199,54627901.93,1302762.621,336013.9759,2374127.848,830339.007,220926.966,18740408.25,2122494.139
24,ZMBVNFM-E15,5392848.585,158863.7808,164095183.5,8446858.503,479416.6814,94394245.31,195893.9838,55962.80012,171002.2715,148522.5192,1070117.076,396278.3706,91192.61477,380597.0736,178439.1417,1288464.821,42485.779,489912.8419,727216.1635,245878.1513,1182351.175,789894.5597,104478.0773,4277974.343,1376463.406,200491.2266,35520.40772,326400.2891,42746.81738,24162827.7,15170.97587,462363.3898,46105.5934,229568.4352,311306.0095,87743.04439,620727.78,304120.4072,913195.0445,186475.8578,825758.8832,133650.6007,55951.08882,74994.32291,10394867.7,2244991.508,80091.75878,12279072.58,19647897.55,981663.3655,2536595.692,3437171.378,852598.9944,162657.4286,289629.8312,334494.8525,70306.2088,152675.2234,2298444.184,40917.16298,536087.6326,953030.8557,227705.3984,1353556.753,627087.8178,86413.84225,112041.9607,106810.7146,395281.7616,161395.9746,180615.3653,209553.9627,106955.7876,646707.8255,160490.6185,429078.4422,461990.2742,230552.6963,61938.75071,735304.5815,55102.64813,177989.8513,3370020.037,695911.8661,322839.6021,250365.4799,1169237.961,1594915.11,315651.1171,438766.5729,54921.36227,128954.3432,190246.9614,504494.4967,154712.3784,2540758.03,187229236.8,569049.489,261319.8329,1674467.571,3349943.673,536075.5721,14687.86472,828283.1159,57511223.56,1452215.262,329418.9505,2782372.049,1345852.319,343673.4813,2882692.817,1654583.611
25,ZM7JY3G-E11,5359489.095,411844.1477,48270775.72,19232184.09,471126.6417,109124542.7,419748.615,95801.78129,94311.17121,137947.1475,1333694.681,220581.0025,99633.12066,622367.8286,513662.5331,2463616.643,42221.02284,944665.3557,1074759.697,281981.8088,2982764.73,634763.782,211680.6966,8631772.036,9091972.777,335265.6523,73568.65232,439481.959,40232.89398,13422563.93,28314.82647,2964906.164,89625.95091,127290.4229,340154.1483,148206.6011,1122496.742,670233.8241,2434369.507,225084.3282,1469550.957,200087.1189,78974.57534,186622.4434,25874903.24,2702075.874,161987.2328,9805319.443,12595351.62,8073808.413,4753301.247,4279826.713,2099928.239,275678.1302,231387.7885,503264.3293,78339.59375,119525.147,4311067.484,75289.52621,1089896.074,755574.1677,178472.4775,2221154.887,7091857.907,87564.86362,457664.8505,152630.3038,393647.658,82514.14769,133747.0717,243817.2804,82075.15394,1448031.714,188542.1802,540655.1341,472297.857,340380.0604,67892.5514,859285.9037,120859.1324,289774.8995,7847286.812,1206621.627,397388.1914,722881.4494,861063.4822,3471165.775,487886.1154,428847.0075,107607.701,124144.1107,311302.9069,524305.3076,166552.1816,935974.2454,260832699.7,628135.9327,428472.5518,2800291.547,3236861.953,314302.2686,19505.00747,1371059.017,62605860.95,1637885.051,330753.9862,5767159.998,2728074.397,243572.4923,6124170.453,2360969.37
26,ZM7JY3G-E12,4727997.282,289999.4905,43436689.9,16563578.16,594668.9696,93511336.21,293898.3682,68979.94843,63304.83491,77348.35433,861439.7208,231428.4515,101857.6219,626616.4954,241006.2823,1829241.601,27622.45981,680940.0021,1035871.908,451379.3613,1584961.343,446539.7541,149827.7547,6379538.18,8957412.225,235242.4929,43450.96371,588500.5326,82673.28185,14092641.08,22406.19608,2697050.556,59174.47327,202741.1042,204318.1182,172174.0421,827726.3994,418455.6322,2547173.858,169093.5874,1472571.912,113012.9909,38379.37294,148610.5323,18411378.62,3127510.45,112963.3608,10378912.45,8530975.526,5816939.992,3164052.934,6103035.728,1436554.683,202419.5722,406016.7275,367536.395,41755.8159,130096.2584,3113477.809,26719.81384,805781.1348,514909.0067,160030.4795,2893386.986,3643380.57,111091.4038,409222.2687,233466.697,112400.102,57608.68572,117127.2385,198609.2931,103813.7286,1254706.336,280744.0064,504648.2413,535503.194,246306.6548,71992.08234,396377.955,251768.0138,244023.1866,7665314.437,660181.9801,248998.3408,499238.8928,890223.7179,2482830.984,283409.348,405341.1627,101004.5744,113475.0643,246816.2131,349958.7338,290857.8913,1148717.729,226676258.9,827214.6715,381300.9391,2115320.191,2929052.692,247710.2979,16222.71858,623502.9012,50347096.94,1459389.936,182520.4097,4172888.76,2312163.921,101361.874,3955808.01,2285371.162
