,SampleID,family_Desulfovibrionaceae+gut,genus_Prevotella+gut,order_Desulfovibrionales+gut,class_Verrucomicrobiae+gut,family_Coriobacteriaceae+gut,class_Actinobacteria+gut,order_Selenomonadales+gut,genus_unclassified_Clostridiales+gut,genus_Lachnospiracea_incertae_sedis+gut,genus_Bilophila+gut,order_Burkholderiales+gut,family_unclassified_Bacteria+gut,order_Bacteroidales+gut,genus_Collinsella+gut,genus_Clostridium.XI+gut,family_unclassified_Firmicutes+gut,order_Erysipelotrichales+gut,genus_Bacteroides+gut,order_Verrucomicrobiales+gut,genus_unclassified_Porphyromonadaceae+gut,family_Acidaminococcaceae+gut,order_unclassified_Bacteria+gut,order_Clostridiales+gut,genus_Alistipes+gut,genus_Blautia+gut,genus_unclassified_Firmicutes+gut,order_unclassified_Firmicutes+gut,genus_unclassified_Bacteria+gut,family_Enterobacteriaceae+gut,class_Clostridia+gut,family_Verrucomicrobiaceae+gut,genus_Anaerovorax+gut,class_Bacteroidia+gut,family_Erysipelotrichaceae+gut,genus_Streptococcus+gut,genus_unclassified_Clostridiales_Incertae.Sedis.XIII+gut,order_Enterobacteriales+gut,genus_Akkermansia+gut,class_unclassified_Bacteria+gut,family_Sutterellaceae+gut,order_Coriobacteriales+gut,family_Veillonellaceae+gut,genus_Clostridium.sensu.stricto+gut,order_Clostridiales+gut,class_Clostridia+gut,phylum_Firmicutes+gut
708,ZLTUJTN-2033,0.004516472,0.322174991,0.004516472,0.002125399,0.010715551,0.010804109,0.011424017,0.002833865,0.061105207,0.000619908,0.083156217,0.006376196,0.625929862,0.009387177,0.0,0.001239816,0.009032944,0.215905066,0.002125399,0.013283741,0.00513638,0.006376196,0.238930216,0.018685795,0.050566773,0.001239816,0.001239816,0.006376196,0.0,0.238930216,0.002125399,0.0,0.625929862,0.009032944,0.003896564,0.000265675,0.0,0.002125399,0.006376196,0.083156217,0.010715551,0.006287637,0.0,0.238930216,0.238930216,0.265143464
709,ZLTUJTN-2034,0.000998366,0.60600835,0.000998366,0.000544563,0.008713015,0.008713015,0.00471955,0.000726085,0.056453077,0.000453803,0.127972409,0.002178254,0.692049374,0.007623888,9.08e-05,9.08e-05,0.001361409,0.060900345,0.000544563,0.007079325,0.002541296,0.002178254,0.156198947,0.007079325,0.011345072,9.08e-05,9.08e-05,0.002178254,0.0,0.156198947,0.000544563,0.0,0.692049374,0.001361409,0.002269014,0.0,0.0,0.000544563,0.002178254,0.127972409,0.008713015,0.002178254,0.0,0.156198947,0.156198947,0.164821202
710,ZLPZS0H-05,0.000424242,0.0,0.000424242,0.0,0.011636364,0.011757576,0.013939394,0.001515152,0.039818182,0.000424242,0.024545455,0.007939394,0.651757576,0.01,0.000484848,0.000484848,0.006787879,0.612424242,0.0,0.001393939,0.010727273,0.007939394,0.282060606,0.023090909,0.007515152,0.000484848,0.000484848,0.007939394,0.0,0.282060606,0.0,0.0,0.651757576,0.006787879,0.000121212,0.0,0.0,0.0,0.007939394,0.00369697,0.011636364,0.003212121,0.0,0.282060606,0.282060606,0.303515152
711,ZLPZS0H-06,4.63e-05,0.0,4.63e-05,0.0,0.005560447,0.005606784,0.007043232,0.001807145,0.231546268,4.63e-05,0.009174737,0.009545433,0.308326769,0.005282424,0.002594875,0.000695056,0.007599277,0.298827672,0.0,0.00078773,0.005467773,0.009545433,0.651452667,0.003892313,0.015291228,0.000695056,0.000695056,0.009545433,4.63e-05,0.651452667,0.0,0.000231685,0.308326769,0.007599277,0.000278022,0.0,4.63e-05,0.0,0.009545433,0.005143413,0.005560447,0.00157546,0.0,0.651452667,0.651452667,0.667068254
712,ZLPZS0H-07,0.000877796,0.000213518,0.000877796,0.0,0.009323622,0.009394795,0.028374179,0.002752011,0.054542004,0.000877796,0.026262722,0.00908638,0.681431046,0.009015207,7.12e-05,0.002064008,0.011933287,0.620009015,0.0,0.001874214,0.018243933,0.00908638,0.229270954,0.049915779,0.016037579,0.002064008,0.002064008,0.00908638,0.000332139,0.229270954,0.0,0.000237242,0.681431046,0.011933287,0.00061683,0.00016607,0.000332139,0.0,0.00908638,0.017888069,0.009323622,0.010130246,0.0,0.229270954,0.229270954,0.272259258
713,ZLPZS0H-08,0.000688128,0.000236544,0.000688128,0.0,0.007096316,0.00711782,0.021654517,0.00296755,0.064490463,0.000688128,0.013396985,0.002817023,0.694750876,0.006666237,0.000150528,0.004924413,0.006601725,0.597015246,0.0,0.00711782,0.020170742,0.002817023,0.247424897,0.07433929,0.018729974,0.004924413,0.004924413,0.002817023,2.15e-05,0.247424897,0.0,0.000193536,0.694750876,0.006601725,0.000365568,8.6e-05,2.15e-05,0.0,0.002817023,0.008795131,0.007096316,0.001483775,0.0,0.247424897,0.247424897,0.28107864
714,ZLPZS0H-09,0.000410469,0.0,0.000410469,0.0,0.004998068,0.00514294,0.014028395,0.002511107,0.129780761,0.000410469,0.040370871,0.003187174,0.475009658,0.004853197,0.0,0.003404481,0.004128839,0.391177323,0.0,0.001183118,0.012700406,0.003187174,0.453858412,0.073111841,0.017988217,0.003404481,0.003404481,0.003187174,0.0,0.453858412,0.0,9.66e-05,0.475009658,0.004128839,0.000193162,0.0,0.0,0.0,0.003187174,0.016756809,0.004998068,0.001327989,0.005770717,0.453858412,0.453858412,0.47561329
715,ZLPZS0H-10,0.0,3.76e-05,0.0,0.0,0.000313256,0.000325786,0.002468455,0.001365795,0.076258975,0.0,0.0,0.001841944,0.705163707,0.0,0.0,0.000501209,0.021689827,0.65991705,0.0,0.004147506,0.002405804,0.001841944,0.265778691,0.028581453,0.014685429,0.000501209,0.000501209,0.001841944,5.01e-05,0.265853872,0.0,0.000100242,0.705163707,0.021689827,0.002017367,1.25e-05,5.01e-05,0.0,0.001841944,0.0,0.000313256,6.27e-05,0.0,0.265778691,0.265853872,0.292580851
716,ZLPZS0H-11,0.0,2.9e-05,0.0,0.0,0.011351461,0.011351461,0.015666174,0.000231662,0.203110069,0.0,0.0,0.057828744,0.031332349,0.007355283,0.002461414,0.003445979,0.067211073,0.024990589,0.0,5.79e-05,0.002142878,0.057828744,0.809834072,0.000723945,0.163814323,0.003445979,0.003445979,0.057828744,0.0,0.809834072,0.0,0.0,0.031332349,0.067211073,0.001505806,0.0,0.0,0.0,0.057828744,0.0,0.011351461,0.013523297,0.001361017,0.809834072,0.809834072,0.89786581
717,ZLPZS0H-12,0.0,0.0,0.0,0.0,0.000276006,0.000276006,0.0093842,0.002760059,0.142235034,0.0,0.0,0.008188175,0.483102306,0.0,3.07e-05,0.000552012,0.012849607,0.427410451,0.0,0.002146712,0.009016192,0.008188175,0.485402355,0.040235525,0.014597645,0.000552012,0.000552012,0.008188175,0.0,0.485402355,0.0,0.000214671,0.483102306,0.012849607,0.000153337,3.07e-05,0.0,0.0,0.008188175,0.0,0.000276006,0.000368008,0.000766683,0.485402355,0.485402355,0.508372179
718,ZLPZS0H-14,0.0,0.0,0.0,0.0,0.000213833,0.000230282,0.008142117,0.001200757,0.054511062,0.0,0.011267374,0.006595937,0.744534912,0.0,0.0,0.000345423,0.01182663,0.689217863,0.0,0.002730488,0.008125668,0.006595937,0.216876388,0.039164405,0.015346657,0.000345423,0.000345423,0.006595937,0.0,0.216876388,0.0,0.000115141,0.744534912,0.01182663,0.000180936,0.0,0.0,0.0,0.006595937,0.0,0.000213833,1.64e-05,0.0,0.216876388,0.216876388,0.237371494
719,ZLPZS0H-15,0.0,0.0,0.0,2.31e-05,0.000115327,0.000115327,0.005858609,0.001476185,0.088501903,0.0,0.007565448,0.001868297,0.637158344,0.0,0.0,0.001430054,0.005097451,0.570522431,2.31e-05,0.005328105,0.005258909,0.001868297,0.339914658,0.049406066,0.01005651,0.001430054,0.001430054,0.001868297,4.61e-05,0.339914658,2.31e-05,0.000184523,0.637158344,0.005097451,0.000553569,0.0,4.61e-05,2.31e-05,0.001868297,2.31e-05,0.000115327,0.0005997,0.001014877,0.339914658,0.339914658,0.352854342
720,ZLPZS0H-2012,0.0,6.32e-05,0.0,0.0,0.000315776,0.000378931,0.020778073,0.001136794,0.202096754,0.0,0.0,0.003473538,0.523620058,0.0,6.32e-05,0.0,0.004357711,0.439055198,0.0,0.001073639,0.020462296,0.003473538,0.446886447,0.07635468,0.01218896,0.0,0.0,0.003473538,0.000252621,0.446886447,0.0,6.32e-05,0.523620058,0.004357711,0.000189466,0.0,0.000252621,0.0,0.003473538,0.0,0.000315776,0.000315776,0.0,0.446886447,0.446886447,0.472274852
721,ZLPZS0H-2013,0.0,8.94e-05,0.0,0.0,0.000357622,0.000357622,0.012397556,0.003486813,0.144836835,0.0,0.0,0.004023245,0.478587394,0.0,0.000417225,0.001788109,0.017106243,0.401996722,0.0,0.006526598,0.012039934,0.004023245,0.485233199,0.057308896,0.022589778,0.001788109,0.001788109,0.004023245,0.0,0.485352406,0.0,0.000268216,0.478587394,0.017106243,0.000238415,0.0,0.0,0.0,0.004023245,0.0,0.000357622,0.000357622,0.0,0.485233199,0.485352406,0.51688273
722,ZLPZS0H-2014,0.0,5.97e-05,0.0,0.0,5.97e-05,5.97e-05,0.02101869,0.000477697,0.055950319,0.0,0.0,0.005075536,0.673792321,0.0,0.001015107,0.000656834,0.007404311,0.582910372,0.0,0.00382158,0.020958978,0.005075536,0.291753747,0.070400669,0.004179853,0.000656834,0.000656834,0.005075536,0.0,0.291753747,0.0,0.0,0.673792321,0.007404311,0.000179137,0.0,0.0,0.0,0.005075536,0.0,5.97e-05,5.97e-05,0.0,0.291753747,0.291753747,0.321012719
723,ZLPZS0H-2016,0.0,0.000155521,0.0,0.0,0.000746501,0.000995334,0.007931571,0.001804044,0.125007776,0.0,0.0,0.004821151,0.498724728,0.0,0.000248834,0.001772939,0.03496112,0.425505443,0.0,0.001493002,0.007433904,0.004821151,0.449517885,0.053094868,0.014681182,0.001772939,0.001772939,0.004821151,0.0,0.449517885,0.0,0.000404355,0.498724728,0.03496112,0.001213064,0.0,0.0,0.0,0.004821151,0.0,0.000746501,0.000497667,0.0,0.449517885,0.449517885,0.495458787
724,ZLPRB8E-06,0.0,0.0,0.0,0.00139377,0.001151376,0.001151376,0.005453884,0.07502121,0.037510605,0.0,0.013816507,0.026966428,0.514664889,0.000969579,0.000121197,0.026542237,0.001939159,0.386256211,0.00139377,0.001272573,0.005090292,0.026966428,0.406738577,0.062840868,0.00424191,0.026542237,0.026542237,0.026966428,0.000121197,0.406738577,0.00139377,6.06e-05,0.514664889,0.001939159,0.000181796,0.000121197,0.000121197,0.00139377,0.026966428,0.010786571,0.001151376,0.000363592,0.0,0.406738577,0.406738577,0.440855654
725,ZLPRB8E-07,8e-05,0.0,8e-05,0.0,0.008836112,0.008836112,0.006956939,0.041421774,0.072128264,8e-05,0.006197273,0.024709128,0.385110551,0.007876534,0.000239894,0.0043181,0.008556235,0.267162449,0.0,0.000959578,0.006797009,0.024709128,0.552996681,0.036503938,0.034944624,0.0043181,0.0043181,0.024709128,0.0,0.553276558,0.0,0.000319859,0.385110551,0.008556235,0.001959138,0.000119947,0.0,0.0,0.024709128,0.003598417,0.008836112,0.00015993,8e-05,0.552996681,0.553276558,0.575066971
726,ZLPRB8E-08,0.000155071,0.0,0.000155071,0.00090458,0.014033909,0.014369896,0.008296289,0.09888349,0.019745684,0.000155071,0.004884731,0.048976533,0.505841001,0.012043833,0.000103381,0.010984183,0.010622351,0.240178848,0.00090458,0.002377753,0.008270444,0.048976533,0.392587615,0.110798098,0.02289879,0.010984183,0.010984183,0.048976533,0.000387677,0.392897757,0.00090458,2.58e-05,0.505841001,0.010622351,0.000723664,0.000310142,0.000387677,0.00090458,0.048976533,0.004109377,0.014033909,2.58e-05,0.000335987,0.392587615,0.392897757,0.423627623
727,ZLGD9M0-05,0.00058265,0.000129478,0.00058265,0.11277514,0.037656452,0.038886491,0.032239965,0.025981873,0.065602072,0.000539491,0.000172637,0.015817868,0.159581355,0.0,0.051899007,0.005179111,0.053366422,0.140310747,0.11277514,8.63e-05,0.022356495,0.015817868,0.553042728,0.009559776,0.037009063,0.005179111,0.005179111,0.015817868,0.000517911,0.553193785,0.11277514,0.000280535,0.159581355,0.053366422,0.025312905,0.003323263,0.000517911,0.11277514,0.015817868,0.000151057,0.037656452,0.00988347,0.00640915,0.553042728,0.553193785,0.670457488
728,ZLGD9M0-07,0.001798039,0.000254268,0.001798039,0.075208863,0.002778787,0.003559753,0.035652016,0.020250636,0.032255721,0.001798039,0.006284054,0.014057392,0.479476934,5.45e-05,0.007555394,0.004703959,0.024264439,0.28723211,0.075208863,0.000217944,0.03541591,0.014057392,0.341536506,0.081274973,0.033091173,0.004703959,0.004703959,0.014057392,0.000962586,0.341609154,0.075208863,0.000290592,0.479476934,0.024264439,0.001380312,0.001289502,0.000962586,0.075208863,0.014057392,0.006284054,0.002778787,0.000236106,0.001816201,0.341536506,0.341609154,0.408027606
729,ZLGD9M0-08,0.000543501,0.0,0.000543501,0.012458715,0.001588695,0.001588695,0.004640662,0.020527614,0.037041682,0.000543501,0.001755926,0.01760107,0.627910866,0.0,0.021280154,0.009615787,0.016764915,0.54316652,0.012458715,8.36e-05,0.004640662,0.01760107,0.296960575,0.037041682,0.045445044,0.009615787,0.009615787,0.01760107,0.001588695,0.297044191,0.012458715,0.000125423,0.627910866,0.016764915,0.000334462,0.001672311,0.001588695,0.012458715,0.01760107,0.000668924,0.001588695,0.0,0.006271165,0.296960575,0.297044191,0.328483632
730,ZLGD9M0-09,0.000107648,0.0,0.000107648,0.08617256,0.005597718,0.005705366,0.001722375,0.018784649,0.017815814,0.000107648,0.000592066,0.025243555,0.440335863,0.0,0.02314441,0.046396469,0.046073524,0.362990473,0.08617256,5.38e-05,0.001722375,0.025243555,0.322353194,0.030195382,0.013886646,0.046396469,0.046396469,0.025243555,0.000322945,0.322568491,0.08617256,0.000376769,0.440335863,0.046073524,0.000753539,0.002368265,0.000322945,0.08617256,0.025243555,0.000484418,0.005597718,0.0,0.05484687,0.322353194,0.322568491,0.418590882
731,ZLGD9M0-1012,0.001558482,7.79e-05,0.001558482,0.006662511,0.004344269,0.004870256,0.034656744,0.004675446,0.027137068,0.001558482,0.000779241,0.003000078,0.444771293,0.0,0.007948258,0.002006546,0.011298995,0.342301099,0.006662511,0.0,0.029396867,0.003000078,0.250448064,0.029981298,0.036799657,0.002006546,0.002006546,0.003000078,0.000389621,0.250525988,0.006662511,3.9e-05,0.444771293,0.011298995,0.002357204,0.000175329,0.000389621,0.006662511,0.003000078,0.000779241,0.004344269,0.005259877,0.003175407,0.250448064,0.250525988,0.301429907
732,ZLGD9M0-1013,0.00101894,0.000139855,0.00101894,0.151402541,0.001957964,0.003096779,0.048289779,0.004954847,0.018320946,0.00101894,0.000119875,0.002517382,0.396008152,7.99e-05,0.002117797,0.001957964,0.0061536,0.328098777,0.151402541,2e-05,0.045652521,0.002517382,0.199232798,0.031147606,0.010029569,0.001957964,0.001957964,0.002517382,0.000939023,0.199272756,0.151402541,9.99e-05,0.396008152,0.0061536,0.048649405,0.000439543,0.000939023,0.151402541,0.002517382,0.000119875,0.001957964,0.002637257,0.000199792,0.199232798,0.199272756,0.305422361
733,ZLGD9M0-1014,0.000855519,4.07e-05,0.000855519,0.090746135,0.006986739,0.007516347,0.053836596,0.011040271,0.039781639,0.000855519,2.04e-05,0.004399813,0.274356833,4.07e-05,0.031470882,0.006457132,0.023058277,0.221660929,0.090746135,0.0,0.046849856,0.004399813,0.51086713,0.023893427,0.058277147,0.006457132,0.006457132,0.004399813,0.000244434,0.511009716,0.090746135,0.000753672,0.274356833,0.023058277,0.019636201,0.000509238,0.000244434,0.090746135,0.004399813,2.04e-05,0.006986739,0.006986739,0.008432974,0.51086713,0.511009716,0.614771963
734,ZLGD9M0-13,0.002791163,0.37239645,0.002791163,0.002159202,0.007688864,0.007741528,0.027503489,0.001198094,0.074505622,0.00038181,0.031558575,0.007070069,0.62989441,0.006240619,0.0,2.63e-05,0.001053269,0.141598862,0.002159202,0.009940227,0.023092925,0.007070069,0.283842852,0.076111857,0.011625458,2.63e-05,2.63e-05,0.007070069,0.000342312,0.284158833,0.002159202,6.58e-05,0.62989441,0.001053269,0.0005398,0.0,0.000342312,0.002159202,0.007070069,0.031558575,0.007688864,0.004410564,0.0,0.283842852,0.284158833,0.313505543
735,ZLGD9M0-15,0.000737127,0.0,0.000737127,0.0,0.000596722,0.000631823,0.009512443,0.002632595,0.057179964,0.000737127,0.008564709,0.015725368,0.512267893,0.0,0.003124013,0.000140405,0.010565481,0.403243357,0.0,0.0,0.009372038,0.015725368,0.441222928,0.106953561,0.041630103,0.000140405,0.000140405,0.015725368,3.51e-05,0.441222928,0.0,0.0,0.512267893,0.010565481,0.000596722,0.000386114,3.51e-05,0.0,0.015725368,0.008564709,0.000596722,0.000140405,0.000175506,0.441222928,0.441222928,0.46203798
736,ZL9BTWF-02,3.96e-05,0.149571972,3.96e-05,3.96e-05,0.007213063,0.007411224,0.07843215,0.012484147,0.102171845,0.0,0.033409956,0.034876347,0.343650919,0.005865568,3.96e-05,0.002219404,0.01272194,0.109939759,3.96e-05,0.0,0.078392517,0.034876347,0.48656468,0.043199112,0.031071655,0.002219404,0.002219404,0.034876347,0.0,0.48656468,3.96e-05,3.96e-05,0.343650919,0.01272194,0.000317058,0.001624921,0.0,3.96e-05,0.034876347,0.032815472,0.007213063,3.96e-05,0.0,0.48656468,0.48656468,0.580334496
737,ZL9BTWF-04,0.000111944,0.495503564,0.000111944,0.069480204,0.002873242,0.003209075,0.030262323,0.001940371,0.031754916,0.0,0.037949177,0.011903429,0.665174074,0.002313519,0.0,0.004813612,0.012127318,0.13231837,0.069480204,0.0,0.02977723,0.011903429,0.153438561,0.011119818,0.01500056,0.004813612,0.004813612,0.011903429,7.46e-05,0.153438561,0.069480204,0.000111944,0.665174074,0.012127318,0.00432852,0.000149259,7.46e-05,0.069480204,0.011903429,0.037501399,0.002873242,0.000485093,0.000186574,0.153438561,0.153438561,0.205119594
738,ZL9BTWF-05,0.000216718,0.290274467,0.000216718,0.04660709,0.001975957,0.001975957,0.02313782,0.001912217,0.044439912,1.27e-05,0.033706003,0.017630636,0.595744681,0.001606262,2.55e-05,0.010784901,0.013640478,0.246930892,0.04660709,0.0,0.023010339,0.017630636,0.252756779,0.026159122,0.011728261,0.010784901,0.010784901,0.017630636,0.0,0.252756779,0.04660709,0.000101985,0.595744681,0.013640478,6.37e-05,0.000114733,0.0,0.04660709,0.017630636,0.033106842,0.001975957,0.000127481,1.27e-05,0.252756779,0.252756779,0.300396466
739,ZL9BTWF-06,9.3e-05,0.60484871,9.3e-05,0.011191716,0.001054067,0.001085069,0.005456349,0.003069196,0.048270089,0.0,0.016679067,0.015252976,0.72265625,0.000806052,6.2e-05,0.001767113,0.022104415,0.081132192,0.011191716,0.0,0.005425347,0.015252976,0.202845982,0.014074901,0.013361855,0.001767113,0.001767113,0.015252976,0.0,0.202845982,0.011191716,6.2e-05,0.72265625,0.022104415,3.1e-05,0.000186012,0.0,0.011191716,0.015252976,0.016524058,0.001054067,3.1e-05,3.1e-05,0.202845982,0.202845982,0.232235863
740,ZL9BTWF-07,0.001702611,0.0,0.001702611,0.00047064,0.029899504,0.030190194,0.011281526,0.008042413,0.038066499,0.0,0.000595222,0.059314526,0.547188616,0.023836549,9.69e-05,0.001356552,0.017801279,0.49894798,0.00047064,0.000138424,0.011239999,0.059314526,0.328880707,0.045139946,0.016680048,0.001356552,0.001356552,0.059314526,1.38e-05,0.328922234,0.00047064,0.000110739,0.547188616,0.017801279,0.000844384,0.000678276,1.38e-05,0.00047064,0.059314526,9.69e-05,0.029899504,4.15e-05,0.0,0.328880707,0.328922234,0.36035824
741,ZL9BTWF-09,0.000225462,0.0,0.000225462,7.52e-05,0.00037577,0.00037577,0.006989328,0.001240042,0.041560198,0.0,7.52e-05,0.023072298,0.713249662,0.000150308,0.0,0.003344356,0.019577634,0.670261536,7.52e-05,0.0,0.006989328,0.023072298,0.232977604,0.02089283,0.045054862,0.003344356,0.003344356,0.023072298,3.76e-05,0.232977604,7.52e-05,0.000112731,0.713249662,0.019577634,0.0,7.52e-05,3.76e-05,7.52e-05,0.023072298,0.0,0.00037577,0.0,0.0,0.232977604,0.232977604,0.262888922
742,ZL9BTWF-10,4.62e-05,0.0,4.62e-05,0.0,0.007812861,0.007812861,0.011002728,0.001987888,0.049327354,0.0,0.003051177,0.024779252,0.678285794,0.006842032,0.0,0.001525588,0.007535481,0.647589108,0.0,0.0,0.011002728,0.024779252,0.265960889,0.015348343,0.025796311,0.001525588,0.001525588,0.024779252,0.0,0.265960889,0.0,0.00023115,0.678285794,0.007535481,0.0,0.0,0.0,0.0,0.024779252,0.002773797,0.007812861,0.0,0.0,0.265960889,0.265960889,0.286024687
743,ZL9BTWF-1011,0.000505172,0.041400048,0.000505172,0.21813808,0.006952129,0.00712052,0.073057493,0.030695213,0.056843878,0.0,0.061871542,0.031080106,0.246307433,0.005268222,2.41e-05,0.002694251,0.012124128,0.103897041,0.21813808,0.0,0.073033438,0.031080106,0.346547991,0.041303825,0.022756796,0.002694251,0.002694251,0.031080106,0.0,0.346547991,0.21813808,0.000216502,0.246307433,0.012124128,0.000216502,0.000769786,0.0,0.21813808,0.031080106,0.060259803,0.006952129,2.41e-05,2.41e-05,0.346547991,0.346547991,0.434640366
744,ZL9BTWF-1013,0.000424334,0.07622387,0.000424334,0.206338217,0.002188673,0.002345006,0.034460425,0.003528676,0.047212793,0.0,0.029301411,0.014472039,0.39737806,0.001295337,0.0,0.003662676,0.015678042,0.269742719,0.206338217,0.0,0.034348758,0.014472039,0.234969627,0.019363052,0.03140075,0.003662676,0.003662676,0.014472039,0.0,0.234969627,0.206338217,0.000111667,0.39737806,0.015678042,0.000290334,0.000223334,0.0,0.206338217,0.014472039,0.028452743,0.002188673,0.000111667,0.000134,0.234969627,0.234969627,0.289195105
745,ZL9BTWF-1021,0.00021363,0.000183111,0.00021363,0.000396741,0.002410962,0.002471999,0.006897183,0.005279702,0.076754051,0.0,0.000854518,0.033387249,0.520401624,0.001617481,0.0,0.001068148,0.027741325,0.406506546,0.000396741,0.0,0.006897183,0.033387249,0.406414991,0.068880276,0.034180731,0.001068148,0.001068148,0.033387249,0.0,0.406414991,0.000396741,0.000244148,0.520401624,0.027741325,9.16e-05,0.000640889,0.0,0.000396741,0.033387249,0.0,0.002410962,0.0,0.0,0.406414991,0.406414991,0.442213202
746,ZL9BTWF-1022,0.000232967,0.0,0.000232967,0.000828329,0.000750673,0.000750673,0.010716504,0.00323566,0.077811141,0.0,0.000517706,0.019595154,0.595102506,0.00044005,0.0,0.001967281,0.017239594,0.541028163,0.000828329,0.0,0.010690619,0.019595154,0.352842203,0.030777594,0.034065024,0.001967281,0.001967281,0.019595154,0.0,0.352842203,0.000828329,0.000336509,0.595102506,0.017239594,2.59e-05,0.000129426,0.0,0.000828329,0.019595154,0.0,0.000750673,2.59e-05,0.0,0.352842203,0.352842203,0.382920895
747,ZL9BTWF-1023,0.000329177,8.23e-05,0.000329177,8.23e-05,0.000411472,0.000411472,0.005390281,0.002551125,0.082911575,0.0,0.0,0.010492532,0.665103074,0.000329177,0.0,0.002016212,0.035715755,0.588569312,8.23e-05,0.0,0.005390281,0.010492532,0.280459203,0.03448134,0.048142205,0.002016212,0.002016212,0.010492532,0.0,0.280459203,8.23e-05,0.000246883,0.665103074,0.035715755,0.0,0.00028803,0.0,8.23e-05,0.010492532,0.0,0.000411472,0.0,0.0,0.280459203,0.280459203,0.323581451
748,ZL9BTWF-1025,0.000349623,0.000116541,0.000349623,3.88e-05,0.00038847,0.000427317,0.003418538,0.00182581,0.056833191,0.0,0.000116541,0.020783156,0.696643617,0.000233082,0.0,0.002175433,0.015538808,0.648084842,3.88e-05,0.0,0.003418538,0.020783156,0.260430425,0.019384663,0.039701655,0.002175433,0.002175433,0.020783156,0.0,0.260430425,3.88e-05,0.000155388,0.696643617,0.015538808,7.77e-05,0.000155388,0.0,3.88e-05,0.020783156,0.0,0.00038847,0.0,0.0,0.260430425,0.260430425,0.281640898
749,ZL9BTWF-11,0.00031268,0.000144314,0.00031268,0.005989032,0.012940158,0.012940158,0.022849721,0.001611507,0.08827208,0.0,0.005652299,0.017558207,0.603930152,0.012579373,0.0,0.001274774,0.009933616,0.559216856,0.005989032,0.0,0.022849721,0.017558207,0.319511256,0.008803156,0.020348278,0.001274774,0.001274774,0.017558207,0.0,0.319511256,0.005989032,0.00031268,0.603930152,0.009933616,4.81e-05,0.000120262,0.0,0.005989032,0.017558207,0.005026939,0.012940158,0.0,0.0,0.319511256,0.319511256,0.353617472
750,ZL9BTWF-12,5.69e-05,0.147897535,5.69e-05,0.006169505,0.00159213,0.00159213,0.081198647,0.001108805,0.0404856,0.0,0.002103887,0.02214767,0.628095414,0.001336252,2.84e-05,0.000881358,0.007193017,0.405680494,0.006169505,0.0,0.081198647,0.02214767,0.213601342,0.019133995,0.014442897,0.000881358,0.000881358,0.02214767,0.0,0.213601342,0.006169505,0.000199016,0.628095414,0.007193017,8.53e-05,5.69e-05,0.0,0.006169505,0.02214767,0.001506838,0.00159213,0.0,0.0,0.213601342,0.213601342,0.302959657
751,ZL9BTWF-13,0.000650995,2.41e-05,0.000650995,0.003857746,0.000554551,0.000554551,0.026811332,0.000144665,0.047281495,0.000650995,0.016540084,0.033658831,0.706690778,0.0,2.41e-05,0.0,0.001350211,0.69164557,0.003857746,7.23e-05,0.026787221,0.033658831,0.184086799,0.002169982,0.025123568,0.0,0.0,0.033658831,7.23e-05,0.184086799,0.003857746,4.82e-05,0.706690778,0.001350211,0.0,0.0,7.23e-05,0.003857746,0.033658831,0.016540084,0.000554551,2.41e-05,0.000216998,0.184086799,0.184086799,0.212248342
752,ZL9BTWF-6011,0.000728582,0.0,0.000728582,0.00057858,0.00048215,0.000546436,0.010939442,4.29e-05,0.017046672,0.000728582,0.008325119,0.0,0.537039815,0.00019286,0.0,0.0,0.000846441,0.4870141,0.00057858,0.0,0.010907299,0.0,0.110744439,0.002828612,0.030654009,0.0,0.0,0.0,3.21e-05,0.110744439,0.00057858,1.07e-05,0.537039815,0.000846441,6.43e-05,0.0,3.21e-05,0.00057858,0.0,0.008325119,0.00048215,3.21e-05,0.0,0.110744439,0.110744439,0.122637466
753,ZL9BTWF-6021,0.000603157,0.0,0.000603157,0.000435613,0.001206313,0.001206313,0.0084777,0.000636665,0.020339778,0.000603157,0.008846296,3.35e-05,0.553731193,0.000971752,3.35e-05,0.0,0.000402104,0.465670341,0.000435613,3.35e-05,0.0084777,3.35e-05,0.109037295,0.002111048,0.024260296,0.0,0.0,3.35e-05,0.0,0.109037295,0.000435613,0.0,0.553731193,0.000402104,6.7e-05,0.0,0.0,0.000435613,3.35e-05,0.008779278,0.001206313,0.0,0.0,0.109037295,0.109037295,0.118051134
754,ZL9BTWF-6031,0.001163144,0.0,0.001163144,0.0,0.001871144,0.001871144,0.042075453,0.003843431,0.025842015,0.001163144,0.066400324,0.006169718,0.5999292,0.001618287,0.0,0.0,0.000910286,0.517497724,0.0,0.0,0.042075453,0.006169718,0.194902397,0.004298574,0.033832305,0.0,0.0,0.006169718,0.0,0.194902397,0.0,0.0,0.5999292,0.000910286,5.06e-05,0.0,0.0,0.0,0.006169718,0.066299181,0.001871144,0.0,0.0,0.194902397,0.194902397,0.237938707
